timestamp,open,high,low,close,volume
2020-12-09,31.0000,31.8900,30.9700,31.4600,70685357
2020-12-08,29.4900,30.9300,29.4600,30.8100,73608037
2020-12-07,29.7800,29.7800,29.5200,29.6400,34632649
2020-12-04,29.3700,29.7600,29.3100,29.5400,37725523
2020-12-03,29.0300,29.2400,28.9000,29.2300,34957864
2020-12-02,28.8200,29.2000,28.7850,29.0900,29487247
2020-12-01,28.8200,29.1400,28.7450,28.8700,40262059
2020-11-30,28.8700,29.0200,28.6950,28.7500,43340500
2020-11-27,29.0697,29.1900,28.8800,29.0300,15649805
2020-11-25,29.2800,29.2900,28.9000,28.9900,24489231
2020-11-24,28.9300,29.4400,28.9100,29.2300,43170323
2020-11-23,28.3900,28.7000,28.3500,28.6200,27818839
2020-11-20,28.2200,28.4200,28.1600,28.3200,28220045
2020-11-19,28.5100,28.5100,28.1100,28.2800,41380974
2020-11-18,29.0500,29.1700,28.6100,28.6200,29558856
2020-11-17,28.7800,29.1300,28.6800,29.0300,28575410
2020-11-16,29.1100,29.2300,28.9000,28.9700,49948993
2020-11-13,28.5700,28.9900,28.4700,28.9100,27490069
2020-11-12,28.5000,28.5800,28.1900,28.4400,30495607
2020-11-11,28.9700,29.0000,28.4300,28.7300,39718751
2020-11-10,28.5500,28.9700,28.4900,28.8500,44191969
2020-11-09,28.2400,28.7900,28.1500,28.3000,70673973
2020-11-06,27.4902,27.7050,27.3800,27.4400,26235293
2020-11-05,27.1900,27.8500,27.1800,27.5100,35119352
2020-11-04,27.2100,27.4450,26.8600,27.0400,45482693
2020-11-03,27.5100,27.8000,27.4000,27.4600,33284852
2020-11-02,27.4000,27.6000,27.0100,27.3400,48052113
2020-10-30,26.7400,27.0400,26.6900,27.0200,48443044
2020-10-29,26.5000,27.0500,26.3500,26.7600,44176199
2020-10-28,26.6950,26.8800,26.4500,26.5000,48948835
2020-10-27,27.2400,27.2700,26.9000,26.9200,35166960
2020-10-26,27.6300,27.6500,27.0900,27.3800,41524470
2020-10-23,28.3500,28.4100,27.7500,27.8200,42630544
2020-10-22,27.8300,28.5000,27.7000,28.2800,89507895
2020-10-21,26.7700,26.9200,26.5400,26.7200,47749159
2020-10-20,26.9900,27.1200,26.6600,26.7600,41589793
2020-10-19,27.4350,27.4700,26.8200,26.8800,52128035
2020-10-16,27.4800,27.5700,27.3200,27.3300,29326146
2020-10-15,27.3100,27.4500,27.1100,27.4500,32086954
2020-10-14,27.7100,27.9500,27.4800,27.4900,48462436
2020-10-13,28.0100,28.1300,27.6800,27.7500,54011942
